Pathway	test.results.p.value	test.results.p.adj	test.results.vote.rank	test.results.avg.rank	test.results.med.rank	test.results.min.pvalue	test.results.min.rank	test.results.avg.logfc	test.results.avg.logfc.dir	test.results.direction	test.results.significance	Big_pathway
GO_INTRACELLULAR_VESICLE	0.003542022244912295	0.015646806519087127	1315	4469.3	5054	1.7739976569087202e-4	15	0.6732047450029549	-0.08819845593082962	-0.2	6.271521015892162	gmtcustom
HINATA_NFKB_TARGETS_FIBROBLAST_UP	0.0035462587824609147	0.015655371584268326	9990	6062.7	5002	1.7761230824844278e-4	240	0.7876360526680173	-0.23994491692177491	-0.6	5.858447094577628	gmtcustom
GO_CATALYTIC_STEP_2_SPLICEOSOME	0.0035556468698951568	0.01569105397320473	2050	7124.4	7346.5	1.7808330161283954e-4	134	0.49308173213751016	-0.3538559540697638	-0.6	2.5489734702568123	gmtcustom
GSE2585_THYMIC_DC_VS_MTEC_UP	0.0035597882846701077	0.015703430400408717	4675	5788.05	6016.5	1.782910746520286e-4	782	0.6148750457599939	0.2855549279834037	0.6	4.320354188677137	gmtcustom
GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_DN	0.0035636767433919795	0.015703430400408717	10565	5180.15	6722	1.7848615773905798e-4	261	0.6171398521562089	-0.09713810148473156	-0.2	3.3542107452303327	gmtcustom
MORF_ATOX1	0.0035615738994733003	0.015703430400408717	11365	6218.15	5902	1.7838065844956406e-4	234	0.7303505254102421	-0.13225293256299617	-0.2	3.117345400702224	gmtcustom
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.0035625573319411023	0.015703430400408717	1385	6589.15	6737	1.7842999704779892e-4	135	0.5035154754363447	-0.5215601401891398	-1	3.4485415258867542	gmtcustom
CTTTGT_LEF1_Q2	0.003565833350482058	0.01570717578092518	11425	5594.85	4894	1.785943545365827e-4	1093	0.6816875359746998	-0.688703433963307	-1	3.788803975560604	gmtcustom
RIZ_ERYTHROID_DIFFERENTIATION	0.003568784968002856	0.015714419084381807	3305	5061.65	6772.5	1.7874243730158824e-4	268	0.7208441775733592	-0.11017379924546775	-0.2	3.2390276020013204	gmtcustom
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.003570706823879914	0.015717124397605434	7960	3629.65	2551.5	1.7883885710916084e-4	734	0.8842515017541979	-0.6810449946997308	-0.6	4.742179368103109	gmtcustom
GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP	0.003576013737982606	0.01573083235482187	1870	7196.25	6697	1.7910510673067162e-4	699	0.6370593100430803	0.27409996643817464	0.6	4.057681075418641	gmtcustom
GO_DNA_RECOMBINATION	0.003579055527030847	0.01573083235482187	300	4549.7	3750.5	1.7925771489246488e-4	297	0.6519840763675245	-0.1305822346496124	-0.2	4.631488338115015	gmtcustom
GSE3982_NEUTROPHIL_VS_NKCELL_DN	0.0035773316168073253	0.01573083235482187	6110	6736.75	7249	1.7917122535245577e-4	437	0.6210139151894417	0.6056786916549824	1	1.7464173066786057	gmtcustom
GO_REGULATION_OF_ORGANELLE_ASSEMBLY	0.0035788002141542274	0.01573083235482187	9510	5772.75	4849.5	1.7924490569369407e-4	996	0.8845462871533394	-0.3018502611008532	-0.6	3.3503732060113376	gmtcustom
GO_ALCOHOL_METABOLIC_PROCESS	0.0035841741540031673	0.01574757218759944	1665	1628.4	1036	1.7951452010792155e-4	204	0.7853275377623652	-0.17497261459396515	-0.2	9.15667130153962	gmtcustom
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH	0.0035906409348152248	0.01576962603353387	6445	4970.1	5469	1.7983896496795847e-4	794	0.6744003215542042	0.05086029399286977	0.2	3.8368782669455	gmtcustom
GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	0.0035918173263302334	0.01576962603353387	7260	7453.95	9337	1.798979859216901e-4	1034	0.45360022987608123	0.016206671969965662	0.2	1.5370807973768708	gmtcustom
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_DN	0.0035946414047520947	0.015770195049979445	8035	5923.8	6399.5	1.8003967354661337e-4	244	0.6843283130715064	-0.3758456210582	-0.6	5.883530776086606	gmtcustom
GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_UP	0.003595209066781819	0.015770195049979445	3470	4532.45	4664.5	1.8006815392243266e-4	492	0.7746424311526441	-0.3370115774195322	-0.2	5.284902745476416	gmtcustom
GO_MULTI_ORGANISM_MEMBRANE_ORGANIZATION	0.003595882591464409	0.015770195049979445	9475	6237.15	5987.5	1.801019455914706e-4	931	0.5456822822770773	-0.554294365137474	-1	2.427253904126607	gmtcustom
MODULE_24	0.0036079609673013552	0.01580796319963424	11690	4846.25	5836	1.8070793817126225e-4	245	0.9107027441199536	-0.19301069359594428	-0.2	9.707890456017841	gmtcustom
GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_1H_UP	0.003608815676252331	0.01580796319963424	5560	5188.8	5369	1.8075082063182983e-4	715	0.8160164960934669	0.22614649108728643	0.2	5.965798693492823	gmtcustom
AREB6_03	0.0036097545115211706	0.01580796319963424	1455	4440	4059	1.8079792391859493e-4	921	0.6866823950856141	-0.3180107583203934	-0.6	5.228503597061916	gmtcustom
GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_UP	0.003608087043348457	0.01580796319963424	7165	5665.1	4655	1.8071426365695424e-4	132	0.8452357999379035	0.4212646715249097	0.2	7.2651685763125835	gmtcustom
GO_POLYOL_METABOLIC_PROCESS	0.0036143047221625455	0.015822125661003626	4190	4208.55	3062.5	1.8102621789586957e-4	246	0.8711982705823915	-0.7230586053105783	-0.6	10.593803999464512	gmtcustom
MEF2_Q6_01	0.0036296127562468576	0.015883354547813425	6860	5669.25	6172	1.817942625745293e-4	1104	0.5820226222602308	-0.6107790564036005	-1	3.2724232004486997	gmtcustom
GSE40655_FOXO1_KO_VS_WT_NTREG_DN	0.0036360565362231856	0.015899976581280072	10835	4824.3	2273	1.8211756746235042e-4	382	0.6966341699680308	0.08068889701781491	0.2	5.703185344218208	gmtcustom
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP	0.0036360186614681268	0.015899976581280072	7380	4408.25	3905.5	1.8211566715990737e-4	511	0.7358764677136043	-0.1946343707061283	-0.2	5.5851102020991785	gmtcustom
PID_TCPTP_PATHWAY	0.003642635366959437	0.01592295263498887	5020	3572.05	2353.5	1.8244765032457088e-4	208	0.827680293672414	0.5223565708912821	0.6	6.918636162025701	gmtcustom
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	0.003657593107357591	0.015978754600866587	130	4929.6	4811	1.8319813998662272e-4	126	0.5689951567913303	0.24906886439111675	0.6	4.9625631225544415	gmtcustom
BENPORATH_ES_2	0.0036580594510926584	0.015978754600866587	10835	7394.35	9752	1.8322153848909531e-4	494	0.3353497134712611	0.289725529613315	0.6	2.2644559495382874	gmtcustom
GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_DN	0.0036606874286397905	0.01598442556472173	2295	3016.25	2343	1.833533957978182e-4	120	0.8018021391336306	-0.02103588427246319	-0.2	10.103451406434209	gmtcustom
MCBRYAN_PUBERTAL_BREAST_3_4WK_DN	0.0036625706947018186	0.01598684180138365	10015	5512.85	4181.5	1.8344788782606591e-4	495	0.8624590052550357	-0.709446071581545	-0.6	5.11318722620697	gmtcustom
GSE37301_MULTIPOTENT_PROGENITOR_VS_PRO_BCELL_DN	0.0036668802432278853	0.015999842977801236	8175	5645.3	5118.5	1.8366411812487777e-4	339	0.6673028759737466	-0.04220233708887744	-0.2	4.907115462835557	gmtcustom
GSE3982_BASOPHIL_VS_TH1_DN	0.0036703827362719365	0.01600931454017596	1450	4555.8	4002.5	1.838398553125585e-4	207	0.7898090807387584	0.16017623195284664	0.2	7.118191670441208	gmtcustom
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP	0.0036734238110595063	0.016011846771885527	1360	5390.25	3724	1.839924413680356e-4	496	0.6875282827030004	-0.04524149003375515	-0.2	5.241927561258557	gmtcustom
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_DN	0.0036736272686848253	0.016011846771885527	4485	3418.9	2771.5	1.8400264987874118e-4	784	0.7798277569353362	-0.43239969148722524	-0.6	5.500202855491519	gmtcustom
GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_UP	0.003682500224822928	0.01604396035951296	9470	4490.7	3519	1.8444785344160473e-4	237	0.6581610418817117	0.20703377730392325	0.2	3.59262020183254	gmtcustom
GO_RNA_POLYMERASE_ACTIVITY	0.003683664469865716	0.01604396035951296	7520	6995.65	8369.5	1.8450627010831283e-4	328	0.4293791612832825	0.15165348990512206	0.2	2.5255138375571797	gmtcustom
GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_UP	0.0036913841146518087	0.016071759667594852	685	3538.1	3411.5	1.848936093796957e-4	337	0.8206089836532113	0.4088817870728039	0.6	8.773869445717507	gmtcustom
PUJANA_BRCA_CENTERED_NETWORK	0.003696122962463174	0.016086565579931142	4450	3748.75	3819	1.8513138622201346e-4	270	0.7177106127420927	-0.10064702390511963	-0.2	5.192285868446745	gmtcustom
GO_ORGANIC_ACID_CATABOLIC_PROCESS	0.0036982879874547948	0.016090162829241434	6960	2053.1	1523.5	1.852400190629451e-4	190	0.7606012515930904	-0.1843018638200602	-0.2	7.717560545557651	gmtcustom
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_DN	0.0037143870134095707	0.016154358280823605	2770	6588	6284.5	1.860478148903574e-4	561	0.6818789086530092	-0.36891107631164605	-0.6	4.95904349173849	gmtcustom
GO_INTRACELLULAR_PROTEIN_TRANSPORT	0.0037197083167600548	0.016171650515650133	6865	6922.15	6601.5	1.863148230034016e-4	645	0.5842656388390631	0.1391039600425475	0.2	3.1219320418115726	gmtcustom
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_UP	0.00372435566936476	0.016186001265883508	7055	7519.5	8059.5	1.865480152620574e-4	1039	0.49694580990844256	-0.08809144470356454	-0.2	3.4212270549579205	gmtcustom
GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP	0.0037345288362796714	0.016224348081285842	9170	4669.45	3770.5	1.8705848234628852e-4	518	0.7369475225389384	-0.6800549987019306	-1	4.208666797442503	gmtcustom
HARRIS_HYPOXIA	0.003739729194318162	0.016241071042232165	11590	3589.2	3961.5	1.873194267586695e-4	336	0.8797277180725329	0.17448571057333773	0.2	9.808274561744478	gmtcustom
GO_COFACTOR_BIOSYNTHETIC_PROCESS	0.0037420262429001512	0.016245177849730126	3575	4742.25	4144.5	1.8743468884844204e-4	173	0.6296811501393623	0.19859285419228564	0.2	4.033809344819408	gmtcustom
GO_PROTEIN_DEGLYCOSYLATION	0.0037434306673655355	0.016245407961155634	360	5041.95	5004.5	1.8750516066421373e-4	356	0.5396513391574788	-0.30473118799353827	-0.6	6.014114694427117	gmtcustom
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	0.0037460501314661742	0.016250908924704034	8675	7614.8	8983	1.8763660151434824e-4	1116	0.5965246852513676	-0.3226352263719096	-0.2	2.3245982409945403	gmtcustom
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_UP	0.003750368847771425	0.016263774862575867	11590	4282.2	4181	1.8785330905400752e-4	519	0.7747703377396976	-0.800031146470237	-1	4.395733707233012	gmtcustom
HUPER_BREAST_BASAL_VS_LUMINAL_DN	0.003753637997866695	0.016266215707410072	10935	4323.7	3425.5	1.8801735132649888e-4	251	1.35350925607023	-0.34967982816032095	-0.6	13.181481703948277	gmtcustom
GSE3982_NKCELL_VS_TH2_DN	0.003753143578662331	0.016266215707410072	11595	4719	5814.5	1.8799254189444983e-4	346	0.7485591692235055	0.47214536251337685	0.6	3.4203162444755506	gmtcustom
GSE29618_MONOCYTE_VS_MDC_DN	0.003759003592688036	0.01627186971109214	1995	2973.05	1865.5	1.8828659194433604e-4	86	0.8399553793342421	-0.5514279311166177	-0.6	11.37595038585228	gmtcustom
GSE9946_IMMATURE_VS_LISTERIA_INF_MATURE_DC_DN	0.003757495073924143	0.01627186971109214	1030	4517.45	4586	1.8821089571969385e-4	427	0.685607925532726	-0.7842827973673387	-1	6.938138158897721	gmtcustom
GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_UP	0.0037583862888058454	0.01627186971109214	6865	6170.75	5947.5	1.8825561613262424e-4	716	0.715406113183671	-0.7359792113709621	-1	4.252961235540536	gmtcustom
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE	0.003764349011075234	0.016287060814414098	2170	6999.25	4745	1.8855482149707329e-4	1118	0.46054524841839	0.2512313171462276	0.6	3.6338248107681803	gmtcustom
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN	0.0037652226938904238	0.016287060814414098	5730	6585.6	6859.5	1.8859866245182603e-4	1119	0.8761016549020185	-0.590131127613398	-0.6	2.642962079923638	gmtcustom
REACTOME_MEMBRANE_TRAFFICKING	0.003768343758532835	0.016294697957310506	7335	6139.35	6420	1.8875527617022322e-4	505	0.7018263168113432	-0.6895915380752528	-1	3.1548569349130218	gmtcustom
STK33_NOMO_UP	0.0037820827331039937	0.01634822601029957	1515	5129.95	3687	1.8944469771012563e-4	715	0.7808108862152486	-0.11965988032692654	-0.2	8.050822826988115	gmtcustom
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	0.0037851295059696454	0.01634963772592925	120	7087.45	7601.5	1.895975859508983e-4	118	0.4672525915886891	-0.3061608328767235	-0.6	3.2107243079937207	gmtcustom
KEGG_RIBOSOME	0.00378493716506271	0.01634963772592925	60	5959.15	6551	1.8958793419666223e-4	60	0.48379826178578456	0.46950090704445085	1	5.912007428071128	gmtcustom
GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_MAC_UP	0.0037893314428733478	0.016356033491842194	3725	5723.85	7159.5	1.8980844149863496e-4	256	0.7910171340737078	-0.6285747376627083	-1	7.376354399836062	gmtcustom
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	0.00378925174757891	0.016356033491842194	1715	6013	6258	1.8980444233625477e-4	247	0.8066621209261537	-0.07448819469677696	-0.2	8.81820668933869	gmtcustom
GO_MICROVILLUS_ORGANIZATION	0.0037939046527632326	0.01636989512952865	7915	4221.15	3469	1.900379286929881e-4	405	0.5837773745699806	-0.31521367125483796	-0.6	3.573923268325288	gmtcustom
HOELZEL_NF1_TARGETS_UP	0.003804783397147898	0.01641094410373695	6750	5695.55	4062.5	1.9058383648656852e-4	522	0.7432542500579206	-0.038161751357437455	-0.2	6.77615073746897	gmtcustom
GO_4_IRON_4_SULFUR_CLUSTER_BINDING	0.0038111158715859695	0.01643236151088054	1095	5842.15	5883	1.9090160987987912e-4	718	0.571575873546567	-0.07196837078009864	-0.2	5.4864354604287735	gmtcustom
GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	0.003814023271553083	0.016439000985062607	2190	4908.8	5143.5	1.910475083643858e-4	852	0.5176705987421917	-0.25973591506116767	-0.6	5.352478297191693	gmtcustom
GO_HISTONE_UBIQUITINATION	0.0038180141656923255	0.016450304045085105	6175	6858.45	5868	1.9124777916597536e-4	585	0.4520405042901011	-0.057575923082731705	-0.2	1.5853810950773335	gmtcustom
GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_DN	0.003823172183465262	0.016460728086474183	5875	3725.3	4345.5	1.915066196223537e-4	470	0.750113957724416	0.7773971145336107	1	5.089922139799477	gmtcustom
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN	0.003822130748404098	0.016460728086474183	4685	5727.75	3811	1.914543580622914e-4	239	0.6937083449012117	0.6908476590954363	1	5.817567354835724	gmtcustom
GO_UBIQUITIN_LIGASE_COMPLEX	0.0038261368069105444	0.016467594183985555	11250	5327.8	5330.5	1.916553913969775e-4	524	0.6980697668323761	0.4433230326711048	0.6	4.677295902822926	gmtcustom
GO_ATPASE_REGULATOR_ACTIVITY	0.0038306369115494706	0.016475165049637277	855	3453.7	2585	1.918812180317735e-4	827	0.6908424112754605	0.2873290970389023	0.6	5.946997176204587	gmtcustom
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	0.0038296094297632847	0.016475165049637277	1420	5119.25	2972	1.918296563111218e-4	30	1.0955426363565843	0.03686216138461944	-0.2	9.61384268064702	gmtcustom
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	0.003847827358701368	0.016537265884500944	7670	3832.3	3162	1.927438870791799e-4	130	0.688916346605437	0.08604366628989904	0.2	3.644409325998305	gmtcustom
GSE17721_0.5H_VS_12H_CPG_BMDC_UP	0.00384773987935006	0.016537265884500944	10365	5832.65	8206	1.9273949706282735e-4	181	0.8362584725190257	0.2401420670839925	0.2	2.5516039391321987	gmtcustom
DASU_IL6_SIGNALING_UP	0.003849995019506481	0.01654066838080322	10545	6192.1	6588	1.928526679111335e-4	510	0.738769281354088	-0.8076253402174276	-1	3.000453403197423	gmtcustom
chr12q13	0.003851769561078568	0.016542380097794022	2140	7141.65	8535	1.9294172080675212e-4	720	0.6662310020626564	0.1278465073589715	0.2	4.442782916581172	gmtcustom
GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE	0.003857206999986618	0.01655981619529969	470	4204.6	4359	1.932145920385863e-4	372	0.5768632432762404	-0.15977585582667922	-0.2	5.419473691902844	gmtcustom
GSE7852_TREG_VS_TCONV_THYMUS_UP	0.0038709169086708238	0.01661274264874401	5605	5303.95	4711.5	1.9390261334622751e-4	253	0.9177636645758375	-0.3751227920537545	-0.2	6.981717737882906	gmtcustom
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN	0.0038726289464358038	0.016614158659923196	7980	3749.8	3276	1.9398853128712706e-4	131	0.6998131592983793	0.0964452303488619	0.2	3.657321504152165	gmtcustom
GNF2_CDC27	0.003881899551082456	0.016636119252606846	3660	5471.45	4714.5	1.9445377536632172e-4	1101	0.7495068878322968	-0.09571987386593411	-0.2	6.5047110119261164	gmtcustom
GO_ACTIN_BINDING	0.0038807828066852075	0.016636119252606846	1530	4152.8	3656	1.9439773147719844e-4	128	0.707008156947787	-0.33551664028354794	-0.6	3.840985092643728	gmtcustom
GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	0.0038811269796147968	0.016636119252606846	11880	6763.6	6240	1.9441500381135718e-4	633	0.4555715919293301	-0.12990357741733372	-0.2	3.947470750537101	gmtcustom
WARTERS_IR_RESPONSE_5GY	0.0038850863992193653	0.01664384305239344	450	4558.15	3324.5	1.9461370787245708e-4	249	0.6600687960986569	0.7000477308836781	1	8.250905888361702	gmtcustom
GSE37319_WT_VS_RC3H1_KO_CD44LOW_CD8_TCELL_UP	0.003889554683263267	0.016657049108481557	4760	6154.6	5894	1.9483795027222355e-4	725	0.5895939772141443	-0.4917401966586541	-0.6	5.051262577897272	gmtcustom
GSE45837_WT_VS_GFI1_KO_PDC_UP	0.0039031215383313026	0.016707049340393618	670	4584.75	2941.5	1.9551881350114196e-4	666	1.031950027308425	0.0012993667237570007	-0.6	7.342662704718124	gmtcustom
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP	0.003904009782644179	0.016707049340393618	2930	5882.85	6348.5	1.9556339104373648e-4	1134	0.8522523764681744	0.38462515467320735	0.2	5.572952491492272	gmtcustom
GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN	0.003906081832408794	0.016709967867397195	7075	6776.1	8223	1.956673793448058e-4	250	0.6933908578765798	0.22060578651984225	0.2	4.117833829815654	gmtcustom
GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP	0.003907744162247074	0.016711132185831402	10430	4414.2	3689	1.9575080550883096e-4	528	0.6539244507236865	-0.09060161032599541	-0.2	5.096731800988999	gmtcustom
GO_CARBOHYDRATE_TRANSPORT	0.003918099447146175	0.016749457131630216	2330	3890.85	3447.5	1.9627050179742226e-4	728	0.6463498661280314	-0.18901143382276037	-0.2	6.794691837991338	gmtcustom
FOXM1_01	0.003924404899810981	0.01676462747586711	2875	5476.2	6150	1.9658695338855094e-4	512	0.743249716150083	-0.45197388023171	-0.6	6.119658431013935	gmtcustom
FRASOR_TAMOXIFEN_RESPONSE_UP	0.003924437377679897	0.01676462747586711	5780	4062.45	3725	1.965885833594511e-4	532	0.7066227832025926	-0.3444318079088575	-0.2	5.502358244155342	gmtcustom
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	0.003926277995226278	0.01676653207126646	10900	6195.2	5784.5	1.9668095874673662e-4	383	0.9498031387305481	0.84939204943643	0.6	5.2885629910008545	gmtcustom
MCCLUNG_COCAIN_REWARD_4WK	0.0039289790087520295	0.016772108190414824	1165	5291.75	5600	1.9681651526762942e-4	533	0.7083754825255862	0.38647911789425826	0.6	5.708617908756101	gmtcustom
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_DN	0.003930900465093616	0.016774353741885108	2890	5331.35	5792.5	1.969129481467628e-4	237	0.6815617222495587	-0.0203458953263131	-0.2	2.8808705299558413	gmtcustom
GSE360_DC_VS_MAC_M_TUBERCULOSIS_DN	0.003938822553863379	0.016802195145490303	7215	3201.35	3007	1.9731053897325643e-4	400	0.697573841573177	-0.3114760164660444	-0.6	6.468749503277177	gmtcustom
GSE20727_CTRL_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP	0.00394876969133771	0.01683865216728294	4715	4633.65	3418.5	1.9780976644042647e-4	473	0.7229298893130649	0.046738449846886146	-0.2	3.7818061074230487	gmtcustom
WOO_LIVER_CANCER_RECURRENCE_UP	0.003951976571539507	0.016840379428031342	735	4418	6296.5	1.9797071452499037e-4	731	0.8811174968857038	-0.5191236924339419	-0.6	7.849474365085148	gmtcustom
COLDREN_GEFITINIB_RESISTANCE_DN	0.003951711622083166	0.016840379428031342	3865	5283.15	4849.5	1.97957417125447e-4	535	0.6572086165847525	-0.6753897316461306	-1	4.575980714104236	gmtcustom
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	0.003961637162748356	0.01687501532323215	3020	5132.8	5628	1.9845556680947923e-4	390	0.6898269306646371	0.4366197344682178	0.6	5.196209306365035	gmtcustom
GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_ASSEMBLY	0.003962912258338272	0.01687501532323215	11445	5141.8	6239.5	1.9851956250296185e-4	909	0.5528297292121261	-0.2023920283640895	-0.2	3.010063945473468	gmtcustom
GO_GOLGI_CISTERNA	0.003964970181154322	0.01687779976900004	1330	5929.95	4875.5	1.9862284762771725e-4	732	0.5200934059681427	-0.2118125720323376	-0.2	5.9358379172543065	gmtcustom
GSE2585_CTEC_VS_THYMIC_MACROPHAGE_UP	0.003970156753824751	0.016893895340788435	8610	4652.3	4995.5	1.988831575148933e-4	476	0.7232761762733136	-0.21642367191581685	-0.2	5.131212497954661	gmtcustom
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS	0.00398688327870213	0.016959067195073712	6075	6214.3	6425.5	1.9972265704220292e-4	1031	0.7095162609431791	-0.2978144625638122	-0.6	3.723876291436176	gmtcustom
SMAD4_Q6	0.00399050998107874	0.01696848973560224	885	6747.85	7052	1.9990468197001436e-4	733	0.6380960443564822	-0.04993317999083624	-0.2	3.998465280466906	gmtcustom
PENG_GLUCOSE_DEPRIVATION_UP	0.003993718314705436	0.01697612724931897	2715	4463.95	3526.5	2.0006570941031047e-4	538	0.7727345558331223	-0.30390690447312363	-0.2	8.534296796310155	gmtcustom
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_DN	0.004009434317455814	0.01701285476265626	7380	5417.35	5334.5	2.0085450846588359e-4	489	0.8001673683861442	-0.04566961449810343	-0.2	7.232228260232273	gmtcustom
RUTELLA_RESPONSE_TO_HGF_DN	0.004007187621566909	0.01701285476265626	8100	3537.35	2315.5	2.0074174423394663e-4	515	0.7381430688777885	-0.08930902481074354	-0.2	6.54065994374808	gmtcustom
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	0.00400674759953677	0.01701285476265626	6580	5058.05	4618	2.007196590541359e-4	31	0.9326043417787572	-0.15167802429438546	-0.2	8.046827610431016	gmtcustom
